"ID No.","PCD-400A"
"Title",""
"Test Date","2026/04/09","15:59:04"
"MEAS CHs",5
"Digital Input","OFF"
"Sampling Rate(Hz)",50
"Data Nos/CH",9105
"MEAS Time(sec)",182.1
"CH Name"
"CH No.","CH2","CH3","CH5","CH6","CH8"
"Range",2000,1000,5000,5000,5
"Calibration Coefficient",2.022,2.45,2.132,2,100000
"Offset",-97.55164,-1025.034,-15.1463,849.1317,-13.17073
"Unit","cm/s2","cm/s2","cm/s2","cm/s2","V"
5.16,-0.116391707317078,0.632506097560963,0.324999999999999,-7.79512926829261,0.975611463414634
5.18,-2.1798180487805,-0.700951219512262,-0.778700000000001,-4.31830000000002,0.182928536585365
5.20,-4.31919268292684,1.53452439024386,0.544699999999999,-7.36220243902437,-0.121949512195123
5.22,-5.31983609756098,5.2119146341463,2.4609,-6.95732439024391,0.0609773170731689
5.24,-5.4549648780488,5.39387195121935,3.471,-6.10000731707316,0.731709024390243
5.26,-6.42996341463416,3.51006097560958,-1.0049,-4.13171463414631,1.40244073170732
5.28,-3.93402634146342,3.01049999999987,-2.6897,-6.25610487804875,-0.0609739024390255
5.30,-2.26365707317075,4.29914024390223,-2.0852,-6.29025121951213,0.609757804878047
5.32,-3.22336731707318,3.32899999999995,-1.5197,-7.2243975609756,0.487806585365853
5.34,-5.28432780487806,3.63226219512194,-4.0261,-6.32561707317075,1.34146512195122
5.36,-6.89551658536587,6.04760365853645,-0.241800000000001,-6.24025121951217,2.31707487804878
5.38,-6.31308195121953,7.42767073170717,4.4343,-5.76708048780483,1.7073187804878
5.40,-5.61179317073172,4.64960975609733,-0.178100000000001,-7.66464146341457,1.7073187804878
5.42,-4.46221219512196,2.17301829268285,-2.6195,-6.7768365853658,0.670733414634146
5.44,-1.42132146341464,2.36722560975591,-0.991900000000001,-4.92927560975602,0.853660243902437
5.46,0.0803834146341416,2.53872560975606,-2.6871,-4.9280560975609,3.59756268292683
5.48,-2.5773136585366,-0.97821951219521,-0.3185,-3.64269024390239,2.80487975609756
5.50,-4.77784146341465,1.48373170731702,4.1639,-6.94634878048782,2.80487975609756
5.52,-3.59176585365854,3.7275731707316,7.2722,-7.52805609756092,2.92683097560976
5.54,-4.8148292682927,2.26892682926814,5.9228,-5.44269024390246,2.01219682926829
